Unnamed: 0,product_name,link, product_images,price,details,category,subcategory,id,Product_Name,Link,Product_Image,Price,Details
45,,,,,,Woman,BAGS,1305,SHOULDER BAG WITH POCKETS,https://www.zara.com/in/en/shoulder-bag-with-pockets-p16023210.html,"[{'https://static.zara.net/photos///2023/I/1/1/p/6023/210/808/2/w/448/6023210808_1_1_1.jpg?ts=1689753602135': 'Image 0 of SHOULDER BAG WITH POCKETS from Zara'}, {'https://static.zara.net/photos///2023/I/1/1/p/6023/210/808/2/w/448/6023210808_2_1_1.jpg?ts=1689753601378': 'Image 1 of SHOULDER BAG WITH POCKETS from Zara'}]","₹ 3,290.00","Shoulder bag with a metallic effect. Front pockets. Detachable straps, one being a shoulder strap and another a crossbody canvas strap. Zip closure.Height x Length x Width 14 x 26 x 14 cm. / 5.5 x 10.2 x 5.5″View more"
47,,,,,,Woman,BAGS,1306,TRF DENIM TOTE BAG,https://www.zara.com/in/en/trf-denim-tote-bag-p08197802.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/8197/802/400/2/w/448/8197802400_1_1_1.jpg?ts=1689695026089': 'Image 0 of TRF DENIM TOTE BAG from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/8197/802/400/2/w/0/8197802400_6_1_1.jpg?ts=1689663626836': 'Image 1 of TRF DENIM TOTE BAG from Zara'}]","₹ 2,990.00",Bag made of denim fabric jeans. Shoulder straps. Front pockets.Height x Length x Width 38 x 40 x 6 cm. / 14.9 x 15.7 x 2.3″
48,,,,,,Woman,BAGS,1307,TRF DENIM BAG,https://www.zara.com/in/en/trf-denim-bag-p08197801.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/8197/801/400/2/w/448/8197801400_6_1_1.jpg?ts=1689663626255': 'Image 0 of TRF DENIM BAG from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/8197/801/400/2/w/448/8197801400_6_2_1.jpg?ts=1689663625541': 'Image 1 of TRF DENIM BAG from Zara'}]","₹ 2,990.00",Bag made of denim fabric jeans. Adjustable shoulder strap with snap buttons. Ripped details on the flap. Snap-button fastening. Height x Length x Width 23 x 27 x 7 cm. / 9.0 x 10.6 x 2.7″View more
159,,,,,,Woman,WORKWEARNEW,1763,TEXTURED JACQUARD TROUSERS,https://www.zara.com/in/en/textured-jacquard-trousers-p05039634.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/5039/634/044/2/w/448/5039634044_1_1_1.jpg?ts=1692202685078': 'Image 0 of TEXTURED JACQUARD TROUSERS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/5039/634/044/2/w/448/5039634044_2_1_1.jpg?ts=1692202685762': 'Image 1 of TEXTURED JACQUARD TROUSERS from Zara'}]","₹ 2,590.00",High-waist trousers with an adjustable waistband and matching drawstrings. Textured jacquard fabric detail. Wide-leg design.
162,,,,,,Woman,WORKWEARNEW,1765,PACK OF HOOP EARRINGS,https://www.zara.com/in/en/pack-of-hoop-earrings-p01856256.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/1856/256/808/2/w/448/1856256808_1_1_1.jpg?ts=1690530689657': 'Image 0 of PACK OF HOOP EARRINGS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/1856/256/808/2/w/448/1856256808_2_1_1.jpg?ts=1690530689449': 'Image 1 of PACK OF HOOP EARRINGS from Zara'}]",₹ 990.00,- Metal earrings. Push-back fastening. - Metal earrings. Push-back fastening.
164,,,,,,Woman,WORKWEARNEW,1766,OVERSIZE BLOUSE WITH GOLD-TONED BUTTONS,https://www.zara.com/in/en/oversize-blouse-with-gold-toned-buttons-p08090920.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/8090/920/250/2/w/448/8090920250_1_1_1.jpg?ts=1689939073171': 'Image 0 of OVERSIZE BLOUSE WITH GOLD-TONED BUTTONS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/8090/920/250/2/w/448/8090920250_2_1_1.jpg?ts=1689939074199': 'Image 1 of OVERSIZE BLOUSE WITH GOLD-TONED BUTTONS from Zara'}]","₹ 3,290.00",Oversize blouse featuring a johnny collar and long sleeves. Front patch pocket. Hem with side vents. Front fastening with gold-toned buttons.
171,,,,,,Woman,WORKWEARNEW,1771,BLOCK-HEEL FABRIC SHOES,https://www.zara.com/in/en/block-heel-fabric-shoes-p12227910.html,"[{'https://static.zara.net/photos///2022/I/1/1/p/2227/910/040/2/w/448/2227910040_1_1_1.jpg?ts=1660914216407': 'Image 0 of BLOCK-HEEL FABRIC SHOES from Zara'}, {'https://static.zara.net/photos///2022/I/1/1/p/2227/910/040/2/w/448/2227910040_2_1_1.jpg?ts=1660914216283': 'Image 1 of BLOCK-HEEL FABRIC SHOES from Zara'}]","₹ 2,890.00",Fabric block-heel court shoes. Square vamp. Pointed toe.Heel height: 6.5 cm. / 2.5″
172,,,,,,Woman,WORKWEARNEW,1772,OVERSIZE KNIT T-SHIRT,https://www.zara.com/in/en/oversize-knit-t-shirt-p03471035.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/3471/035/250/2/w/448/3471035250_1_1_1.jpg?ts=1689337793060': 'Image 0 of OVERSIZE KNIT T-SHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/3471/035/250/2/w/448/3471035250_2_1_1.jpg?ts=1689337793858': 'Image 1 of OVERSIZE KNIT T-SHIRT from Zara'}]","₹ 1,990.00",Shirt with a round neckline and short sleeves.
174,,,,,,Woman,WORKWEARNEW,1773,V-NECK CABLE-KNIT SWEATER,https://www.zara.com/in/en/v-neck-cable-knit-sweater-p01509111.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/1509/111/401/2/w/448/1509111401_1_1_1.jpg?ts=1691580359390': 'Image 0 of V-NECK CABLE-KNIT SWEATER from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/1509/111/401/2/w/448/1509111401_2_1_1.jpg?ts=1691580361027': 'Image 1 of V-NECK CABLE-KNIT SWEATER from Zara'}]","₹ 2,990.00",Long sleeve V-neck sweater.
177,,,,,,Woman,WORKWEARNEW,1775,BLAZER WITH ROLLED-UP SLEEVES,https://www.zara.com/in/en/blazer-with-rolled-up-sleeves-p02140760.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/2140/760/800/12/w/448/2140760800_1_1_1.jpg?ts=1689595278875': 'Image 0 of BLAZER WITH ROLLED-UP SLEEVES from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/2140/760/800/12/w/448/2140760800_2_1_1.jpg?ts=1689595281355': 'Image 1 of BLAZER WITH ROLLED-UP SLEEVES from Zara'}]","₹ 4,490.00",Open blazer with a lapel collar and padded shoulders. Turn-up sleeves falling below the elbow with sleeve tabs and a golden button. Front flap pockets.
179,,,,,,Woman,WORKWEARNEW,1776,CROPPED TAILORED WAISTCOAT,https://www.zara.com/in/en/cropped-tailored-waistcoat-p08002850.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/8002/850/814/2/w/448/8002850814_6_1_1.jpg?ts=1690371992298': 'Image 0 of CROPPED TAILORED WAISTCOAT from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/8002/850/814/2/w/448/8002850814_6_2_1.jpg?ts=1690371993057': 'Image 1 of CROPPED TAILORED WAISTCOAT from Zara'}]","₹ 2,990.00",V-neck waistcoat. Featuring false welt pockets and button fastening on the front.
180,,,,,,Woman,WORKWEARNEW,1777,STRAIGHT FIT TROUSERS,https://www.zara.com/in/en/straight-fit-trousers-p08003850.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/8003/850/814/2/w/448/8003850814_6_1_1.jpg?ts=1691659889962': 'Image 0 of STRAIGHT FIT TROUSERS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/8003/850/814/2/w/448/8003850814_6_2_1.jpg?ts=1691659890211': 'Image 1 of STRAIGHT FIT TROUSERS from Zara'}]","₹ 3,290.00","High-waist trousers with front pockets and false rear pockets. Straight-leg design. Front zip fly, interior button and metal hook fastening."
185,,,,,,Woman,WORKWEARNEW,1778,HIGH-HEEL MULES,https://www.zara.com/in/en/high-heel-mules-p13201210.html,"[{'https://static.zara.net/photos///2023/I/1/1/p/3201/210/800/2/w/448/3201210800_1_1_1.jpg?ts=1691580503892': 'Image 0 of HIGH-HEEL MULES from Zara'}, {'https://static.zara.net/photos///2023/I/1/1/p/3201/210/800/2/w/448/3201210800_2_1_1.jpg?ts=1691580503937': 'Image 1 of HIGH-HEEL MULES from Zara'}]","₹ 2,890.00","High-heel mules. Pointed toe.Heel height: 6 cm. / 2.3″AIRFIT®. Flexible technical latex foam insole, designed to offer greater comfort.View more"
187,,,,,,Woman,WORKWEARNEW,1779,BOMBER JACKET WITH FLAPS,https://www.zara.com/in/en/bomber-jacket-with-flaps-p02565929.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/2565/929/800/2/w/448/2565929800_1_1_1.jpg?ts=1692002103769': 'Image 0 of BOMBER JACKET WITH FLAPS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/2565/929/800/2/w/448/2565929800_2_1_1.jpg?ts=1692002103475': 'Image 1 of BOMBER JACKET WITH FLAPS from Zara'}]","₹ 7,590.00",Bomber jacket featuring a round neck and adjustable long sleeves with snap-buttons. Front buttoned flaps and welt pockets. Elastic hem. Hidden front zip fastening and metallic snap-button fastenings.
188,,,,,,Woman,WORKWEARNEW,1780,OVERSIZE FLOWING SHIRT,https://www.zara.com/in/en/oversize-flowing-shirt-p04387238.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/4387/238/250/2/w/448/4387238250_1_1_1.jpg?ts=1691758138213': 'Image 0 of OVERSIZE FLOWING SHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/4387/238/250/2/w/448/4387238250_2_1_1.jpg?ts=1691758137394': 'Image 1 of OVERSIZE FLOWING SHIRT from Zara'}]","₹ 2,290.00",Collared shirt with long sleeves. Front patch pockets. Asymmetric hem. Button-up front.
193,,,,,,Woman,WORKWEARNEW,1783,LEATHER COWBOY ANKLE BOOTS,https://www.zara.com/in/en/leather-cowboy-ankle-boots-p11114110.html,"[{'https://static.zara.net/photos///2023/V/1/1/p/1114/110/032/2/w/448/1114110032_1_1_1.jpg?ts=1673269002498': 'Image 0 of LEATHER COWBOY ANKLE BOOTS from Zara'}, {'https://static.zara.net/photos///2023/V/1/1/p/1114/110/032/2/w/448/1114110032_2_1_1.jpg?ts=1673269002318': 'Image 1 of LEATHER COWBOY ANKLE BOOTS from Zara'}]","₹ 5,990.00","Leather cowboy-style ankle boots. Geometric heel. Pointed toe. Zip fastening on the side.Heel height: 4.5 cm. / 1.7″AIRFIT®. Flexible technical latex foam insole, designed to offer greater comfort.View more"
195,,,,,,Woman,WORKWEARNEW,1784,LONG LINEN BLEND COAT,https://www.zara.com/in/en/long-linen-blend-coat-p08367044.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/8367/044/505/2/w/448/8367044505_1_1_1.jpg?ts=1690450436588': 'Image 0 of LONG LINEN BLEND COAT from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/8367/044/505/2/w/448/8367044505_2_1_1.jpg?ts=1690450436452': 'Image 1 of LONG LINEN BLEND COAT from Zara'}]","₹ 5,990.00",Long coat made of a lyocell and linen blend. Round neck with matching ribbed detail and long sleeves with metal zips. Front flap pockets. Adjustable waist with inner elastic drawstring and stopper. Back vent at the hem. Front zip and snap-button fastening.View more
197,,,,,,Woman,WORKWEARNEW,1785,LINEN PALAZZO TROUSERS,https://www.zara.com/in/en/linen-palazzo-trousers-p07740102.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/7740/102/526/2/w/448/7740102526_1_1_1.jpg?ts=1688124692393': 'Image 0 of LINEN PALAZZO TROUSERS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/7740/102/526/2/w/448/7740102526_2_1_1.jpg?ts=1688547302125': 'Image 1 of LINEN PALAZZO TROUSERS from Zara'}]","₹ 5,990.00",High-waist trousers made of linen. Elasticated waist with adjustable drawstrings. Side pockets. Wide-leg design.
198,,,,,,Woman,WORKWEARNEW,1786,MINI CITY BAG,https://www.zara.com/in/en/mini-city-bag-p16041210.html,"[{'https://static.zara.net/photos///2023/I/1/1/p/6041/210/719/2/w/448/6041210719_1_1_1.jpg?ts=1691591567385': 'Image 0 of MINI CITY BAG from Zara'}, {'https://static.zara.net/photos///2023/I/1/1/p/6041/210/719/2/w/448/6041210719_2_1_1.jpg?ts=1691591568253': 'Image 1 of MINI CITY BAG from Zara'}]","₹ 2,890.00","Mini city bag. Top handles and adjustable and crossbody shoulder strap. Zip closure. Inner pouch with gathered drawstring closure.Height x Length x Width 16 x 22 x 7,5 cm. / 6.2 x 8.6 x 2.9″View more"
247,,,,,,Woman,DRESSES_JUMPSUITS,2118,PRINTED POPLIN MIDI DRESS,https://www.zara.com/in/en/printed-poplin-midi-dress-p03897152.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/3897/152/080/3/w/448/3897152080_1_1_1.jpg?ts=1687434573151': 'Image 0 of PRINTED POPLIN MIDI DRESS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/3897/152/080/3/w/448/3897152080_2_1_1.jpg?ts=1687434573230': 'Image 1 of PRINTED POPLIN MIDI DRESS from Zara'}]","₹ 3,290.00","Dress made of 100% cotton featuring a straight, elasticated neckline and wide straps."
249,,,,,,Woman,DRESSES_JUMPSUITS,2120,FULL LENGTH COMBINED JUMPSUIT,https://www.zara.com/in/en/full-length-combined-jumpsuit-p01165667.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/1165/667/096/2/w/448/1165667096_1_1_1.jpg?ts=1689590268205': 'Image 0 of FULL LENGTH COMBINED JUMPSUIT from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/1165/667/096/2/w/448/1165667096_2_1_1.jpg?ts=1689590267320': 'Image 1 of FULL LENGTH COMBINED JUMPSUIT from Zara'}]","₹ 3,990.00",Round neck jumpsuit with adjustable thin straps. Elastic waistband. Side pockets. Contrast fabric detail. Elastic cuffed hems.
250,,,,,,Woman,DRESSES_JUMPSUITS,2121,EMBROIDERED MIDI DRESS,https://www.zara.com/in/en/embroidered-midi-dress-p00881206.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/0881/206/800/2/w/448/0881206800_1_1_1.jpg?ts=1687938097290': 'Image 0 of EMBROIDERED MIDI DRESS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/0881/206/800/2/w/448/0881206800_2_1_1.jpg?ts=1687938096280': 'Image 1 of EMBROIDERED MIDI DRESS from Zara'}]","₹ 3,990.00",Midi dress with a straight neckline and adjustable thin straps. Featuring contrast embroidery details. Lining.
252,,,,,,Woman,DRESSES_JUMPSUITS,2123,SATIN STRAPPY DRESS,https://www.zara.com/in/en/satin-strappy-dress-p07904331.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/7904/331/819/2/w/448/7904331819_1_1_1.jpg?ts=1688038512450': 'Image 0 of SATIN STRAPPY DRESS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/7904/331/819/2/w/448/7904331819_2_1_1.jpg?ts=1688038511478': 'Image 1 of SATIN STRAPPY DRESS from Zara'}]","₹ 3,990.00",Round neck midi dress with thin straps that cross at the back. Invisible side zip fastening.
253,,,,,,Woman,DRESSES_JUMPSUITS,2124,PINSTRIPE HALTER NECK JUMPSUIT,https://www.zara.com/in/en/pinstripe-halter-neck-jumpsuit-p08278694.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/8278/694/807/2/w/448/8278694807_1_1_1.jpg?ts=1692193283255': 'Image 0 of PINSTRIPE HALTER NECK JUMPSUIT from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/8278/694/807/2/w/448/8278694807_2_1_1.jpg?ts=1692193284040': 'Image 1 of PINSTRIPE HALTER NECK JUMPSUIT from Zara'}]","₹ 3,990.00",Halter neck jumpsuit with a V-neck. Wide leg. Open back. Invisible back zip fastening and a buttoned collar.
255,,,,,,Woman,DRESSES_JUMPSUITS,2125,FITTED HALTER DRESS,https://www.zara.com/in/en/fitted-halter-dress-p03905626.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/3905/626/505/2/w/448/3905626505_1_1_1.jpg?ts=1690191627559': 'Image 0 of FITTED HALTER DRESS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/3905/626/505/2/w/448/3905626505_2_1_1.jpg?ts=1690191627563': 'Image 1 of FITTED HALTER DRESS from Zara'}]","₹ 2,590.00",Halter neck midi dress with exposed shoulders. Draped fabric detail. Open back. Button fastening at the back.
256,,,,,,Woman,DRESSES_JUMPSUITS,2126,FITTED GATHERED DRESS WITH CUT-OUT DETAIL,https://www.zara.com/in/en/fitted-gathered-dress-with-cut-out-detail-p03641807.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/3641/807/700/2/w/448/3641807700_1_1_1.jpg?ts=1688032183918': 'Image 0 of FITTED GATHERED DRESS WITH CUT-OUT DETAIL from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/3641/807/700/2/w/448/3641807700_2_1_1.jpg?ts=1688032183614': 'Image 1 of FITTED GATHERED DRESS WITH CUT-OUT DETAIL from Zara'}]","₹ 2,590.00",Dress made of a polyamide and elastane blend. Asymmetric neckline with one thin elastic strap and one twisted strap. Fabric with gathered detailing and a cut-out detail at the waist.
260,,,,,,Woman,DRESSES_JUMPSUITS,2127,RAMIE DRESS WITH KNOT - LIMITED EDITION,https://www.zara.com/in/en/ramie-dress-with-knot---limited-edition-p07657009.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/7657/009/330/2/w/448/7657009330_1_1_1.jpg?ts=1685457217119': 'Image 0 of RAMIE DRESS WITH KNOT - LIMITED EDITION from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/7657/009/330/2/w/448/7657009330_2_1_1.jpg?ts=1685457216891': 'Image 1 of RAMIE DRESS WITH KNOT - LIMITED EDITION from Zara'}]","₹ 7,590.00","Dress made of ramie. Featuring long sleeves with cuffs, a chest patch pocket, knot detail on the front, an asymmetric hem with side vents and a button-up front."
261,,,,,,Woman,DRESSES_JUMPSUITS,2128,SHIRT DRESS WITH BELT,https://www.zara.com/in/en/shirt-dress-with-belt-p07781974.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/7781/974/251/12/w/448/7781974251_1_1_1.jpg?ts=1686749149570': 'Image 0 of SHIRT DRESS WITH BELT from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/7781/974/251/12/w/448/7781974251_2_1_1.jpg?ts=1686749149226': 'Image 1 of SHIRT DRESS WITH BELT from Zara'}]","₹ 7,590.00",Collared midi dress featuring long sleeves with cuffs. Tie belt in the same fabric. Matching cutwork embroidery details. Buttoned front.
262,,,,,,Woman,DRESSES_JUMPSUITS,2129,PLEATED MINI DRESS,https://www.zara.com/in/en/pleated-mini-dress-p09878160.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/9878/160/251/2/w/448/9878160251_1_1_1.jpg?ts=1688732567739': 'Image 0 of PLEATED MINI DRESS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/9878/160/251/2/w/448/9878160251_2_1_1.jpg?ts=1688732567932': 'Image 1 of PLEATED MINI DRESS from Zara'}]","₹ 3,990.00",Dress with a surplice neckline and short sleeves. Elasticated hem with an adjustable knot. Lining.
307,,,,,,Woman,DRESSES_JUMPSUITS,2167,SEQUINNED MIDI DRESS,https://www.zara.com/in/en/sequinned-midi-dress-p08779007.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/8779/007/150/2/w/448/8779007150_1_1_1.jpg?ts=1686302449629': 'Image 0 of SEQUINNED MIDI DRESS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/8779/007/150/22/w/448/8779007150_2_3_1.jpg?ts=1686556342385': 'Image 1 of SEQUINNED MIDI DRESS from Zara'}]","₹ 5,990.00","Midi dress with a V-neckline, wide straps and sequin appliqués.This garment is not lined."
263,,,,,,Woman,DRESSES_JUMPSUITS,2130,STRIPED LINEN BLEND SHIRT DRESS,https://www.zara.com/in/en/striped-linen-blend-shirt-dress-p08092469.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/8092/469/044/2/w/448/8092469044_1_1_1.jpg?ts=1688573296425': 'Image 0 of STRIPED LINEN BLEND SHIRT DRESS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/8092/469/044/2/w/448/8092469044_2_1_1.jpg?ts=1688573296287': 'Image 1 of STRIPED LINEN BLEND SHIRT DRESS from Zara'}]","₹ 4,990.00",Dress made of a linen blend. Johnny collar and short turn-up sleeves. Belt detail in matching fabric with buckle. Front button-up fastening.
264,,,,,,Woman,DRESSES_JUMPSUITS,2131,LINEN BLEND STRAPLESS JUMPSUIT,https://www.zara.com/in/en/linen-blend-strapless-jumpsuit-p08097371.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/8097/371/401/2/w/448/8097371401_1_1_1.jpg?ts=1687446567958': 'Image 0 of LINEN BLEND STRAPLESS JUMPSUIT from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/8097/371/401/2/w/448/8097371401_2_1_1.jpg?ts=1687446567948': 'Image 1 of LINEN BLEND STRAPLESS JUMPSUIT from Zara'}]","₹ 4,990.00",High-waist jumpsuit in a linen blend fabric. Straight neckline. Front pockets and rear false jetted pockets. Wide-leg design. Invisible back zip fastening.
265,,,,,,Woman,DRESSES_JUMPSUITS,2132,CUTWORK EMBROIDERY HALTER DRESS,https://www.zara.com/in/en/cutwork-embroidery-halter-dress-p04786282.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/4786/981/250/12/w/448/4786981250_1_1_1.jpg?ts=1686749146764': 'Image 0 of CUTWORK EMBROIDERY HALTER DRESS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/4786/981/250/12/w/448/4786981250_2_1_1.jpg?ts=1686749145668': 'Image 1 of CUTWORK EMBROIDERY HALTER DRESS from Zara'}]","₹ 4,990.00",Short dress with a halter neck. Matching cutwork embroidery detail. Voluminous hem.
266,,,,,,Woman,DRESSES_JUMPSUITS,2133,KNIT DRESS WITH RHINESTONE STRAPS,https://www.zara.com/in/en/knit-dress-with-rhinestone-straps-p03920133.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/3920/133/800/2/w/448/3920133800_1_1_1.jpg?ts=1692790315283': 'Image 0 of KNIT DRESS WITH RHINESTONE STRAPS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/3920/133/800/2/w/448/3920133800_2_1_1.jpg?ts=1692790315067': 'Image 1 of KNIT DRESS WITH RHINESTONE STRAPS from Zara'}]","₹ 4,990.00",Knit midi dress with a V-neckline. Thin straps that cross at the back in a metal chain with rhinestone appliqués. A-line hem.
268,,,,,,Woman,DRESSES_JUMPSUITS,2134,TEXTURED PLAYSUIT,https://www.zara.com/in/en/textured-playsuit-p02180212.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/2180/212/505/2/w/448/2180212505_1_1_1.jpg?ts=1686146369137': 'Image 0 of TEXTURED PLAYSUIT from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/2180/212/505/2/w/448/2180212505_2_1_1.jpg?ts=1686146370515': 'Image 1 of TEXTURED PLAYSUIT from Zara'}]","₹ 2,990.00",Halterneck playsuit with tie detail and a V-neck. Elasticated smocked fabric at the waist.
269,,,,,,Woman,DRESSES_JUMPSUITS,2135,RUFFLED SLIP DRESS,https://www.zara.com/in/en/ruffled-slip-dress-p07856939.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/7856/939/611/2/w/448/7856939611_1_1_1.jpg?ts=1688124510587': 'Image 0 of RUFFLED SLIP DRESS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/7856/939/611/2/w/448/7856939611_2_1_1.jpg?ts=1688124510502': 'Image 1 of RUFFLED SLIP DRESS from Zara'}]","₹ 4,990.00",Midi dress made of a linen blend. V-neckline and thin adjustable straps. Ruffled trims. Slit at the hem. Invisible side zip fastening.
270,,,,,,Woman,DRESSES_JUMPSUITS,2136,STRAPLESS PRINTED DRESS,https://www.zara.com/in/en/strapless-printed-dress-p08156463.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/8156/463/330/2/w/448/8156463330_1_1_1.jpg?ts=1689621979978': 'Image 0 of STRAPLESS PRINTED DRESS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/8156/463/330/2/w/448/8156463330_2_1_1.jpg?ts=1689621978970': 'Image 1 of STRAPLESS PRINTED DRESS from Zara'}]","₹ 4,990.00",Midi dress with a straight-cut neckline. Back slit at the hem. Invisible back zip fastening.
271,,,,,,Woman,DRESSES_JUMPSUITS,2137,CUT-OUT LINEN BLEND MIDI DRESS,https://www.zara.com/in/en/cut-out-linen-blend-midi-dress-p08279376.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/8279/376/538/2/w/448/8279376538_1_1_1.jpg?ts=1690965015746': 'Image 0 of CUT-OUT LINEN BLEND MIDI DRESS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/8279/376/538/2/w/448/8279376538_2_1_1.jpg?ts=1690965012353': 'Image 1 of CUT-OUT LINEN BLEND MIDI DRESS from Zara'}]","₹ 4,990.00",Sleeveless dress made of a linen blend fabric. Round neck. Cut-out details at the waist. Front slit at the hem. Fastens at the back with invisible zip fastening and buttoned opening.
272,,,,,,Woman,DRESSES_JUMPSUITS,2138,PRINTED MIDI DRESS,https://www.zara.com/in/en/printed-midi-dress-p00779162.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/0779/162/069/2/w/448/0779162069_1_1_1.jpg?ts=1691075844441': 'Image 0 of PRINTED MIDI DRESS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/0779/162/069/2/w/448/0779162069_2_1_1.jpg?ts=1691075844946': 'Image 1 of PRINTED MIDI DRESS from Zara'}]","₹ 4,990.00",V-neck dress with short sleeves and a wide elasticated waist.
552,,,,,,Woman,DRESSES_JUMPSUITS,2359,POPLIN DRESS WITH LACE TRIM,https://www.zara.com/in/en/poplin-dress-with-lace-trim-p03798024.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/3798/024/250/2/w/448/3798024250_1_1_1.jpg?ts=1683196018622': 'Image 0 of POPLIN DRESS WITH LACE TRIM from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/3798/024/250/2/w/448/3798024250_2_1_1.jpg?ts=1683196018668': 'Image 1 of POPLIN DRESS WITH LACE TRIM from Zara'}]","₹ 3,990.00",Dress with a V-neckline and thin straps. Matching lace trim detail. Elasticated back. Invisible side zip fastening.
554,,,,,,Woman,DRESSES_JUMPSUITS,2361,KAFTAN DRESS WITH BEADS,https://www.zara.com/in/en/kaftan-dress-with-beads-p00881311.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/0881/311/712/2/w/448/0881311712_1_1_1.jpg?ts=1688484473742': 'Image 0 of KAFTAN DRESS WITH BEADS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/0881/311/712/2/w/448/0881311712_2_1_1.jpg?ts=1688484473354': 'Image 1 of KAFTAN DRESS WITH BEADS from Zara'}]","₹ 4,990.00",V-neck kaftan dress with short full sleeves. Beading on the neckline and adjustable drawstrings at the sides of the waist.
